timestamp,latitude,longitude,temperature_C,humidity_pct,pressure_hPa,wind_speed_m_s,rainfall_intensity_mm_hr,rainfall_rate_change_mm_hr2,cloudburst
2025-02-09 20:00:00,30.275595363977477,77.64951617302953,14.68296568949203,72.14271613646761,837.8218271277697,2.2801884768611718,-0.2901464732652731,1.3979118238215573,1
2024-09-05 14:00:00,30.40200202712462,78.13331125144288,9.405903569753036,93.47456111110833,858.1794423582808,0.7941924703947849,-0.5135934463793349,4.030425954109981,0
2024-02-03 07:00:00,30.301254543017848,78.02264850467691,20.856302645406302,84.62789418255765,843.7476828109434,1.180941093227465,-0.07941617713492788,0.23066882417906331,0
2024-06-24 13:00:00,30.09393393069566,78.06960727755259,12.488032626080997,65.69272238192562,846.1288061146213,-0.009526183974613267,-0.2555417261636412,2.1794792711267905,1
2024-03-12 18:00:00,30.660486395025778,78.12831372690901,17.50056152100772,89.71456439298589,850.7504790519553,3.2318602804399985,0.06668326685131237,0.5145700488870717,1
2024-02-18 01:00:00,30.043637342170513,77.35965376544561,17.04110263791062,75.71392870482208,854.1077685121975,1.1301922447386494,-0.0877845642844115,-2.792126743227923,0
2024-11-30 07:00:00,30.593286478675846,77.56678848399113,5.5144563291691995,85.22435987957286,855.6130530685009,0.7385484682064418,0.1763287178977786,-0.22556196625309421,0
2024-06-29 01:00:00,30.295069718684854,77.86578761085478,15.436205768221871,87.67634994143005,823.6324055811311,-0.036627046820115944,3.072394517699686,1.9451731178773302,1
2024-07-15 22:00:00,30.44559785623792,77.94050816748046,6.304022779701635,67.89872979653325,863.2442261045907,1.312528917100078,-0.4839440544914696,-0.27179620525592785,1
2024-03-20 11:00:00,29.978599771637462,78.14104212578508,24.098833215703745,69.25563779830559,847.888642920125,2.2360757908016176,0.1734140880550977,-0.4668693393913007,1
2024-06-18 11:00:00,30.422421763503134,77.96404516242534,10.479305592241655,82.6430017707622,867.5385224377612,1.083643575678331,0.10857032046196352,-1.1642873169533419,1
2024-03-06 14:00:00,30.45410376528731,78.22933439228491,21.657404776723894,83.0422350195244,862.4640059497489,3.242555044981149,0.22796298899313389,1.752047012703722,0
2024-01-06 20:00:00,30.34216626164982,77.79243113798455,9.56038837593225,87.90158755576272,852.8529884100144,1.2911300366826308,0.12728967523344079,-0.9031100823856004,0
2025-02-11 16:00:00,30.060230442023204,78.0420005204708,12.897740450075702,88.50439604689011,860.9155196201044,2.7071617561187216,-0.018504984198722797,3.5251918844941255,1
2024-08-07 16:00:00,30.117453234835814,78.02930917268202,4.229127570327486,80.36222914414968,870.361083108941,1.3712059020538092,11.164439625398517,9.661998177831777,0
2024-08-18 00:00:00,30.557295467668148,78.12932968472447,8.222586315925199,64.78337750469643,854.0747053003076,3.1287839900324115,0.33211465808546015,0.8926666960610646,1
2025-01-11 13:00:00,30.155819183673845,78.08223907042647,16.749143889987522,78.74540081705928,846.2719627608367,0.061530672000759165,0.14434355804684906,-6.792637808382528,0
2025-01-07 18:00:00,30.357485103359164,77.79775003573025,8.90736785082509,91.40204854349359,840.5199281337729,0.43524382950449936,-0.6847712528601749,1.9387992231207,1
2024-09-22 23:00:00,30.023509428165262,78.04894835601326,8.552733381696514,85.21534180159591,847.9309879279276,0.05918815393912876,-0.2585325083700041,1.719241600200639,1
2025-02-07 12:00:00,30.582397996775722,78.2844233867571,21.96592910154827,81.58677310463767,834.6325117126233,0.7092955321420901,-0.34482421105326855,-1.4023608672346455,1
2025-01-25 19:00:00,30.35133072423537,77.80759973794268,10.745587416942563,72.87462147435836,851.5526359497991,-0.13553496403722906,-0.07092263190978965,1.7611028621676827,1
2024-07-21 02:00:00,30.27080328226019,78.00488706459724,12.537282163329426,79.3534362201163,847.6694076724166,-0.03078313507420442,0.07827213769616836,-0.4206153702356765,0
2024-03-16 09:00:00,30.170014510967963,77.89497265440336,20.295239271934356,69.02672727215908,836.0378961399407,1.1271109129661676,-0.48387573217888374,1.0162770405847836,1
2024-06-12 12:00:00,30.22666760170474,77.87752927894479,12.11489629922961,76.7400399357635,834.237816788621,3.2027346303823574,0.10479728883414866,1.6693986697811134,0
2024-10-14 02:00:00,30.254605282586716,78.32302557618274,2.3822933843754415,72.76018585427748,859.9225477011978,2.3920249516999545,0.4011700055700103,-0.6594419131813387,0
2024-07-05 18:00:00,30.511103817822224,78.18142105692685,4.920471327157092,85.39403515016572,841.8923009123987,1.403586739240417,1.6140743072525168,1.8841220912462326,1
2024-04-11 17:00:00,30.215762503074075,77.94783735920969,24.9379523781862,94.74896815999102,849.3372237011021,3.1033244690656434,2.4428832291455,-2.5457700798704317,0
2024-12-26 13:00:00,29.902584220017076,78.19231854836629,18.626450222434148,90.35242421179692,851.5368428069771,1.6714321043413392,0.00814977610753025,0.8479776654688599,1
2024-04-17 13:00:00,30.281838273321014,78.1390502360331,17.708671707538112,91.45997153757409,846.2393948535376,0.04252144989556163,0.03623327702885993,0.07332380764075347,1
2024-08-06 16:00:00,29.94927899227144,77.69423054785518,11.706860721953317,74.65628919764394,876.0373379912154,2.516638017527417,-0.8798399399279346,0.5927765339353563,0
2024-02-08 09:00:00,30.263326718357074,77.95878316669088,13.309834858800516,76.8629536694072,844.704410697461,1.6534486079498096,0.4703667396587415,-0.8257128184624442,1
2024-06-10 10:00:00,30.32211019599304,78.15399560963748,18.565643171158786,68.70549237598289,846.2450082360475,1.4848864736483245,0.1844743512439547,-0.18837135182445416,1
2024-07-04 11:00:00,30.344091991527076,78.1718748105354,7.441603809074896,78.32417152611872,869.9402285833206,-0.13094203365790313,-0.1995134159019889,1.3937765661655643,0
2024-06-09 12:00:00,30.29543340667103,77.79106695339154,11.380860324438538,91.6691889956577,859.8998625212457,-0.11075411495762058,-0.09797266722907468,0.9428055905203336,1
2024-04-06 07:00:00,30.70168101434987,77.79020993685526,16.61869134990135,79.53946024245067,847.960623516589,0.5947328230295237,-0.48785140542847666,2.5957436600393526,0
2024-09-17 13:00:00,30.18359535148646,78.00647707926298,5.698974671522429,86.75301680192631,859.2054128581499,2.668172579369349,-0.2713045160182227,0.5638246625991419,1
2024-05-10 13:00:00,30.433447788985095,77.38468869755313,19.70409575947551,74.1318255298671,853.4250278654758,0.3885094688486979,0.25784570614905034,0.5163826739036717,0
2025-02-01 09:00:00,30.507228830183216,77.82933537303902,21.027534068357934,87.55666271192156,852.1722410381424,3.1710734174534068,0.0765415705174493,2.550246920609509,1
